,image_id,labels,boxes
417,1423,"[1, 7, 8, 1, 8, 7, 7, 7, 7, 7, 1, 1, 1]","[[0.6015429496765137, 0.5322656035423279, 0.6235644817352295, 0.7399218678474426], [0.6059179902076721, 0.49265626072883606, 0.6104687452316284, 0.6364062428474426], [0.17393554747104645, 0.5799219012260437, 0.18935546278953552, 0.9896875023841858], [0.3357226550579071, 0.5459374785423279, 0.3593164086341858, 0.6795312762260437], [0.10858398675918579, 0.5220312476158142, 0.11442382633686066, 0.719531238079071], [0.11476562172174454, 0.533984363079071, 0.12060546875, 0.7587500214576721], [0.08985351771116257, 0.5572656393051147, 0.09782226383686066, 0.9468749761581421], [0.0976855456829071, 0.5561718940734863, 0.10538086295127869, 0.9292968511581421], [0.12232422083616257, 0.5282812714576721, 0.13074219226837158, 0.8558593988418579], [0.1761816442012787, 0.5010156035423279, 0.18588867783546448, 0.8667968511581421], [0.36308592557907104, 0.5141406059265137, 0.38234373927116394, 0.6025000214576721], [0.3610253930091858, 0.5293750166893005, 0.379150390625, 0.6155468821525574], [0.3487011790275574, 0.5150781273841858, 0.3720019459724426, 0.65625]]"
418,779,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 5, 3, 1]","[[0.5808007717132568, 0.5589062571525574, 0.60400390625, 0.67578125], [0.005654296837747097, 0.5249999761581421, 0.01123046875, 0.5828906297683716], [0.009404296986758709, 0.44078123569488525, 0.023662108927965164, 0.6495312452316284], [0.038847655057907104, 0.6128906011581421, 0.08849609643220901, 0.996874988079071], [0.42011719942092896, 0.7008593678474426, 0.4605468809604645, 1.0], [0.4638378918170929, 0.5921093821525574, 0.48066407442092896, 0.7950780987739563], [0.4897167980670929, 0.595703125, 0.49927735328674316, 0.6796875], [0.47779297828674316, 0.5964062213897705, 0.48708006739616394, 0.6981250047683716], [0.0, 0.5482031106948853, 0.010117187164723873, 0.7581250071525574], [0.06201171875, 0.5364062786102295, 0.06707031279802322, 0.6642968654632568], [0.06226562336087227, 0.6196093559265137, 0.06774414330720901, 0.690234363079071], [0.5980663895606995, 0.0, 0.7857519388198853, 0.9907031059265137], [0.5053906440734863, 0.5946875214576721, 0.5150585770606995, 0.7217968702316284]]"
419,1077,"[1, 1, 1, 1, 1, 1, 2, 1, 7]","[[0.012431640177965164, 0.47984373569488525, 0.0224609375, 0.5874999761581421], [0.042607422918081284, 0.5615624785423279, 0.0947265625, 0.9664062261581421], [0.3926757872104645, 0.655468761920929, 0.44922852516174316, 1.0], [0.4960058629512787, 0.5758593678474426, 0.5169531106948853, 0.7517187595367432], [0.48441407084465027, 0.6826562285423279, 0.527050793170929, 0.9939062595367432], [0.38988280296325684, 0.5615624785423279, 0.4055468738079071, 0.6607812643051147], [0.003701171837747097, 0.35835936665534973, 0.013515625149011612, 0.5331249833106995], [0.0, 0.5810156464576721, 0.028193360194563866, 0.9955468773841858], [0.4965136647224426, 0.5064843893051147, 0.4996289014816284, 0.5885937213897705]]"
420,916,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.9707714915275574, 0.49171873927116394, 0.9790136814117432, 0.5718749761581421], [0.9392285346984863, 0.5560156106948853, 0.9520019292831421, 0.7249218821525574], [0.8473925590515137, 0.5149999856948853, 0.9417675733566284, 1.0], [0.5264062285423279, 0.5863281488418579, 0.5588085651397705, 0.916796863079071], [0.55078125, 0.5577343702316284, 0.5693163871765137, 0.7846875190734863], [0.02231445349752903, 0.5411718487739563, 0.037109375, 0.6716406345367432], [0.06984374672174454, 0.7360937595367432, 0.14394530653953552, 0.9985937476158142], [0.4281249940395355, 0.6667187213897705, 0.4644726514816284, 0.9937499761581421], [0.002197265625, 0.4605468809604645, 0.0052246092818677425, 0.4878906309604645], [0.0, 0.6271874904632568, 0.025390625, 1.0], [0.983203113079071, 0.598437488079071, 1.0, 1.0], [0.005654296837747097, 0.4747656285762787, 0.00966796837747097, 0.510546863079071], [0.48491209745407104, 0.6677343845367432, 0.524707019329071, 1.0], [0.49650391936302185, 0.5790625214576721, 0.5151464939117432, 0.6838281154632568], [0.009082031436264515, 0.4846875071525574, 0.014570312574505806, 0.5396875143051147], [0.5117480754852295, 0.5110937356948853, 0.521240234375, 0.6178905963897705], [0.013007812201976776, 0.505078136920929, 0.020869141444563866, 0.5775781273841858]]"
421,154,"[1, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6]","[[0.11529296636581421, 0.48140624165534973, 0.13320311903953552, 0.5713281035423279], [0.12481445074081421, 0.4650000035762787, 0.1435546875, 0.5608593821525574], [0.25965821743011475, 0.5162500143051147, 0.2652636766433716, 0.6735937595367432], [0.3033496141433716, 0.5075781345367432, 0.30907225608825684, 0.662890613079071], [0.30873048305511475, 0.49210938811302185, 0.3149121105670929, 0.6342187523841858], [0.38041016459465027, 0.630078136920929, 0.38523438572883606, 0.7243750095367432], [0.3905566334724426, 0.6221874952316284, 0.3948925733566284, 0.7255468964576721], [0.9728222489356995, 0.4754687547683716, 0.979687511920929, 0.6872656345367432], [0.966015636920929, 0.4510156214237213, 0.9731347560882568, 0.700390636920929], [0.9587792754173279, 0.48656249046325684, 0.9657129049301147, 0.6773437261581421], [0.02851562574505806, 0.4367968738079071, 0.037109375, 0.7883594036102295], [0.94140625, 0.5819531083106995, 0.9483203291893005, 0.78125]]"
422,1427,"[1, 7, 8, 1, 7, 7, 7, 7, 7, 1, 1, 1]","[[0.5765917897224426, 0.5489843487739563, 0.6026074290275574, 0.7981250286102295], [0.5884668231010437, 0.5061718821525574, 0.5930078029632568, 0.6499218940734863], [0.13616210222244263, 0.5729687213897705, 0.1515820324420929, 0.9827343821525574], [0.3077148497104645, 0.5459374785423279, 0.33130860328674316, 0.6795312762260437], [0.0939648449420929, 0.533984363079071, 0.09981445223093033, 0.7587500214576721], [0.059833984822034836, 0.5245312452316284, 0.06781250238418579, 0.8985156416893005], [0.06743164360523224, 0.5314843654632568, 0.07513672113418579, 0.8889843821525574], [0.09379883110523224, 0.5073437690734863, 0.10220703482627869, 0.8247656226158142], [0.13866211473941803, 0.48750001192092896, 0.14836913347244263, 0.8533594012260437], [0.33842772245407104, 0.5174999833106995, 0.35768553614616394, 0.6058593988418579], [0.3358691334724426, 0.5400000214576721, 0.35398438572883606, 0.6262500286102295], [0.3223535120487213, 0.5181249976158142, 0.34565430879592896, 0.6592187285423279]]"
423,61,"[1, 1, 7, 7, 7, 7, 6, 6, 5]","[[0.41840821504592896, 0.6157812476158142, 0.45854490995407104, 0.8584374785423279], [0.44490233063697815, 0.610156238079071, 0.4710156321525574, 0.7535156011581421], [0.502246081829071, 0.582812488079071, 0.5129590034484863, 0.9939062595367432], [0.5231152176856995, 0.5971093773841858, 0.5287109613418579, 0.6884375214576721], [0.13892577588558197, 0.6785937547683716, 0.14235351979732513, 0.7926562428474426], [0.1416601538658142, 0.6798437237739563, 0.14533203840255737, 0.7904687523841858], [0.28145506978034973, 0.7443749904632568, 0.2923925817012787, 1.0], [0.29024413228034973, 0.7387499809265137, 0.30274415016174316, 1.0], [0.588671863079071, 0.6475781202316284, 0.6018456816673279, 0.7948437333106995]]"
424,1047,"[1, 1, 1, 1, 1, 1, 2, 1, 7]","[[0.05703125149011612, 0.6628124713897705, 0.14082030951976776, 1.0], [0.46583983302116394, 0.5537499785423279, 0.4844726622104645, 0.7407031059265137], [0.48207032680511475, 0.5317968726158142, 0.49180662631988525, 0.6272656321525574], [0.4955468773841858, 0.5759375095367432, 0.5180761814117432, 0.7715625166893005], [0.4853222668170929, 0.6826562285423279, 0.5279589891433716, 0.9939062595367432], [0.3906835913658142, 0.5570312738418579, 0.40720704197883606, 0.6578906178474426], [0.01113281212747097, 0.32499998807907104, 0.02880859375, 0.633593738079071], [0.0, 0.5825781226158142, 0.029140625149011612, 0.9971093535423279], [0.5032128691673279, 0.49367186427116394, 0.5063183307647705, 0.5757812261581421]]"
425,787,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 5, 3, 1]","[[0.5967090129852295, 0.548828125, 0.6188671588897705, 0.6870312690734863], [0.6279296875, 0.5387499928474426, 0.6454687714576721, 0.6664062738418579], [0.014619140885770321, 0.5325000286102295, 0.03150390461087227, 0.7320312261581421], [0.12986327707767487, 0.8600000143051147, 0.21337890625, 1.0], [0.4048730432987213, 0.6484375, 0.45225584506988525, 1.0], [0.48142579197883606, 0.6104687452316284, 0.4919726550579071, 0.7026562690734863], [0.46128904819488525, 0.6153125166893005, 0.47395506501197815, 0.7543749809265137], [0.4756835997104645, 0.5985937714576721, 0.4832421839237213, 0.6647655963897705], [0.0, 0.5510156154632568, 0.007871094159781933, 0.7448437213897705], [0.04963867366313934, 0.5244531035423279, 0.05410156399011612, 0.641796886920929], [0.049335937947034836, 0.5874999761581421, 0.05396484211087227, 0.6664843559265137], [0.6814258098602295, 0.022109374403953552, 0.8857715129852295, 1.0], [0.5003515481948853, 0.5950781106948853, 0.509082019329071, 0.7071093916893005]]"
426,53,"[1, 1, 1, 7, 7, 7, 7, 6, 6, 5]","[[0.4229492247104645, 0.6194531321525574, 0.4612695276737213, 0.8517968654632568], [0.44873046875, 0.614453136920929, 0.47261717915534973, 0.7535156011581421], [0.5345996022224426, 0.5891406536102295, 0.5495409965515137, 0.6776562333106995], [0.4857812523841858, 0.5883593559265137, 0.4964843690395355, 0.9985937476158142], [0.5273633003234863, 0.6087499856948853, 0.532958984375, 0.6956250071525574], [0.14372070133686066, 0.6810156106948853, 0.14714843034744263, 0.7950780987739563], [0.14682617783546448, 0.6846874952316284, 0.15049804747104645, 0.7953125238418579], [0.29047852754592896, 0.7325000166893005, 0.3030078113079071, 1.0], [0.3016699254512787, 0.731249988079071, 0.3142675757408142, 1.0], [0.5862402319908142, 0.6460156440734863, 0.5990039110183716, 0.7879687547683716]]"
427,770,"[7, 1, 1, 1, 1, 1, 1, 8, 5, 3, 1]","[[0.9767968654632568, 0.47437500953674316, 0.9805761575698853, 0.5715625286102295], [0.02734375, 0.5223437547683716, 0.03310547024011612, 0.581250011920929], [0.011025390587747097, 0.5006250143051147, 0.020292969420552254, 0.6036718487739563], [0.025361327454447746, 0.3721874952316284, 0.06098632887005806, 0.8771093487739563], [0.40546876192092896, 0.6569530963897705, 0.4597851634025574, 1.0], [0.47254884243011475, 0.6197656393051147, 0.4860156178474426, 0.7699999809265137], [0.0, 0.5442968606948853, 0.013212890364229679, 0.7764062285423279], [0.0768750011920929, 0.52734375, 0.08304687589406967, 0.6953125], [0.07597656548023224, 0.592968761920929, 0.08316406607627869, 0.7109375], [0.5431445240974426, 0.17476563155651093, 0.640917956829071, 0.9985937476158142], [0.5066797137260437, 0.6151562333106995, 0.5176367163658142, 0.7630468606948853]]"
428,1221,"[8, 2, 1, 1, 1, 7, 7, 1, 1, 1, 7, 1, 8, 1, 1, 1, 1]","[[0.067626953125, 0.4710156321525574, 0.07415039092302322, 0.6606249809265137], [0.6038573980331421, 0.5387499928474426, 0.6190429925918579, 0.65234375], [0.9709374904632568, 0.3531250059604645, 0.9952148199081421, 0.5868750214576721], [0.39451172947883606, 0.6833593845367432, 0.4323046803474426, 1.0], [0.4282910227775574, 0.6542187333106995, 0.4464746117591858, 0.8376562595367432], [0.5924707055091858, 0.5849218964576721, 0.6143847703933716, 1.0], [0.5961132645606995, 0.536328136920929, 0.6032812595367432, 0.7694531083106995], [0.0, 0.4460156261920929, 0.009111328050494194, 0.5996875166893005], [0.07133789360523224, 0.5996875166893005, 0.1329003870487213, 0.9917187690734863], [0.7746288776397705, 0.5736718773841858, 0.9098730683326721, 1.0], [0.937207043170929, 0.34828126430511475, 0.9453710913658142, 0.5838281512260437], [0.8976269364356995, 0.4948437511920929, 0.96484375, 0.9998437762260437], [0.9483203291893005, 0.4254687428474426, 0.9622558355331421, 0.8053125143051147], [0.9759765863418579, 0.4256249964237213, 1.0, 0.6958593726158142], [0.44856444001197815, 0.5700781345367432, 0.46363282203674316, 0.776171863079071], [0.46012696623802185, 0.6475781202316284, 0.47334960103034973, 0.7269531488418579], [0.4634374976158142, 0.6246093511581421, 0.4754589796066284, 0.7015625238418579]]"
429,604,"[7, 1, 1, 1, 1, 1, 7, 7, 1, 7, 1]","[[0.2605957090854645, 0.774218738079071, 0.2695996165275574, 0.9546093940734863], [0.47197264432907104, 0.7272655963897705, 0.5308300852775574, 1.0], [0.46815431118011475, 0.6228906512260437, 0.4931933581829071, 0.8881250023841858], [0.39130860567092896, 0.541796863079071, 0.40864259004592896, 0.6411718726158142], [0.45659178495407104, 0.5088281035423279, 0.4708007872104645, 0.6008594036102295], [0.0, 0.6010156273841858, 0.03237304836511612, 1.0], [0.2283007800579071, 0.6166406273841858, 0.23069335520267487, 0.6932031512260437], [0.2372753918170929, 0.6213281154632568, 0.23923827707767487, 0.6908593773841858], [0.49546873569488525, 0.4612500071525574, 0.5104590058326721, 0.5617969036102295], [0.11459960788488388, 0.5211718678474426, 0.11695312708616257, 0.5860156416893005], [0.9774511456489563, 0.6004687547683716, 1.0, 1.0]]"
430,252,"[7, 8, 6, 6, 1, 5, 5, 6, 1, 7, 8, 7, 7, 5]","[[0.4407910108566284, 0.5914062261581421, 0.4468750059604645, 0.7957812547683716], [0.2664746046066284, 0.5785937309265137, 0.27558594942092896, 0.90234375], [0.6425487995147705, 0.4796093702316284, 0.6502538919448853, 0.6755468845367432], [0.6390429735183716, 0.48765623569488525, 0.6447949409484863, 0.6675781011581421], [0.6669628620147705, 0.37351563572883606, 0.6807422041893005, 0.524218738079071], [0.6082714796066284, 0.4703125059604645, 0.6220996379852295, 0.6716406345367432], [0.5958691239356995, 0.4556249976158142, 0.6061913967132568, 0.614062488079071], [0.6311328411102295, 0.45015624165534973, 0.6387597918510437, 0.629687488079071], [0.006396484561264515, 0.5262500047683716, 0.013564453460276127, 0.5893750190734863], [0.5547656416893005, 0.5049218535423279, 0.5703808665275574, 0.9996874928474426], [0.26029297709465027, 0.5798437595367432, 0.26611328125, 0.9141406416893005], [0.5065820217132568, 0.5552343726158142, 0.5114843845367432, 0.6685937643051147], [0.515185534954071, 0.5450000166893005, 0.5206249952316284, 0.6644531488418579], [0.24687500298023224, 0.7064062356948853, 0.27177733182907104, 0.9155468940734863]]"
431,660,"[8, 5, 5, 1, 1, 1, 7, 1, 1, 1, 1, 7, 5, 5, 5]","[[0.44599610567092896, 0.5608593821525574, 0.4497656226158142, 0.69921875], [0.44410157203674316, 0.628125011920929, 0.44969725608825684, 0.7037500143051147], [0.7360644340515137, 0.596484363079071, 0.7456738352775574, 0.811718761920929], [0.00028320311685092747, 0.5834375023841858, 0.033232420682907104, 1.0], [0.02591796964406967, 0.5662500262260437, 0.047822266817092896, 0.7174218893051147], [0.06454101204872131, 0.5381249785423279, 0.084228515625, 0.678515613079071], [0.3055078089237213, 0.6057031154632568, 0.3142382800579071, 0.9732031226158142], [0.03632812574505806, 0.6309375166893005, 0.07435546815395355, 0.983593761920929], [0.49439454078674316, 0.637890636920929, 0.5228320360183716, 0.9420312643051147], [0.5181445479393005, 0.5721094012260437, 0.5282617211341858, 0.6546875238418579], [0.5036425590515137, 0.5696874856948853, 0.5151464939117432, 0.6544530987739563], [0.9608398675918579, 0.4906249940395355, 0.9654003977775574, 0.6317968964576721], [0.8463281393051147, 0.5704687237739563, 0.8613671660423279, 0.7598437666893005], [0.8309863209724426, 0.5990625023841858, 0.8448144793510437, 0.7789062261581421], [0.793261706829071, 0.6200781464576721, 0.8054492473602295, 0.7984374761581421]]"
432,1157,"[7, 1, 1]","[[0.051396485418081284, 0.47367188334465027, 0.05897460877895355, 0.6267969012260437], [0.0017871094169095159, 0.43687498569488525, 0.017158202826976776, 0.5853124856948853], [0.5078125, 0.5500781536102295, 0.5135253667831421, 0.6150000095367432]]"
433,1161,"[7, 1, 1]","[[0.043828126043081284, 0.4866406321525574, 0.05087890475988388, 0.612500011920929], [0.0003613281296566129, 0.44453126192092896, 0.011162109673023224, 0.5545312762260437], [0.507080078125, 0.5522656440734863, 0.5127929449081421, 0.6171875]]"
434,1185,"[1, 7, 1]","[[0.47504884004592896, 0.5736718773841858, 0.4930371046066284, 0.7292187213897705], [0.952392578125, 0.4861718714237213, 0.9604785442352295, 0.7198437452316284], [0.5225195288658142, 0.5358593463897705, 0.5282323956489563, 0.600781261920929]]"
435,174,"[7, 7, 8, 7, 7]","[[0.47648438811302185, 0.5228906273841858, 0.4814746081829071, 0.6126562356948853], [0.5011132955551147, 0.5074218511581421, 0.50537109375, 0.6010156273841858], [0.23677735030651093, 0.67578125, 0.2552246153354645, 1.0], [0.3013671934604645, 0.6878906488418579, 0.3114257752895355, 1.0], [0.39280274510383606, 0.5810937285423279, 0.40071287751197815, 0.870312511920929]]"
436,1116,"[7, 1, 1, 7, 1]","[[0.45625975728034973, 0.5361718535423279, 0.4619726538658142, 0.66015625], [0.10312499850988388, 0.6195312738418579, 0.18678711354732513, 1.0], [0.4691699147224426, 0.5567187666893005, 0.4886425733566284, 0.7174999713897705], [0.9663183689117432, 0.47468748688697815, 0.9714648723602295, 0.6145312786102295], [0.5175487995147705, 0.5236718654632568, 0.5232617259025574, 0.5885937213897705]]"
437,1513,"[7, 7, 1, 8]","[[0.4815331995487213, 0.4655468761920929, 0.48542967438697815, 0.5756250023841858], [0.915283203125, 0.5228906273841858, 0.9268554449081421, 0.9144531488418579], [0.6092773675918579, 0.5342968702316284, 0.6249609589576721, 0.639843761920929], [0.5659863352775574, 0.5290625095367432, 0.5704296827316284, 0.6353906393051147]]"
438,1311,"[8, 8, 7, 1, 1, 1, 1, 1, 7, 7]","[[0.47282227873802185, 0.5902343988418579, 0.4795898497104645, 0.7953125238418579], [0.9857519268989563, 0.44804686307907104, 0.9911425709724426, 0.6130468845367432], [0.772412121295929, 0.357421875, 0.8001660108566284, 1.0], [0.011181640438735485, 0.5352343916893005, 0.019550781697034836, 0.6251562237739563], [0.012988281436264515, 0.5041406154632568, 0.029628906399011612, 0.6689062714576721], [0.02158203162252903, 0.37968748807907104, 0.04951171949505806, 0.82421875], [0.06035156175494194, 0.5399218797683716, 0.21044921875, 1.0], [0.3741406202316284, 0.7054687738418579, 0.4481445252895355, 1.0], [0.4309960901737213, 0.576171875, 0.4353711009025574, 0.7278125286102295], [0.43456053733825684, 0.5992968678474426, 0.43858397006988525, 0.7168750166893005]]"
439,262,"[7, 7, 8, 6, 6, 1, 5, 5, 6, 7, 8, 7, 7, 5]","[[0.4264453053474426, 0.6143749952316284, 0.4341796934604645, 0.8567187786102295], [0.43546876311302185, 0.5889062285423279, 0.44189453125, 0.7735156416893005], [0.22350585460662842, 0.5766406059265137, 0.23237304389476776, 0.8899999856948853], [0.6772656440734863, 0.45820313692092896, 0.6852051019668579, 0.6760937571525574], [0.6702050566673279, 0.46687498688697815, 0.6777148246765137, 0.690234363079071], [0.6878710985183716, 0.35960936546325684, 0.7024999856948853, 0.5174999833106995], [0.6371874809265137, 0.4584375023841858, 0.6504101753234863, 0.6825000047683716], [0.6158202886581421, 0.4357031285762787, 0.6277929544448853, 0.632031261920929], [0.658496081829071, 0.4305468797683716, 0.6669824123382568, 0.6351562738418579], [0.591113269329071, 0.4514843821525574, 0.6103515625, 0.9981250166893005], [0.2146289050579071, 0.5697656273841858, 0.22343750298023224, 0.8985937237739563], [0.508593738079071, 0.5648437738418579, 0.5138964653015137, 0.699999988079071], [0.5177929401397705, 0.5489062666893005, 0.5230566263198853, 0.674609363079071], [0.2085546851158142, 0.6982812285423279, 0.23506836593151093, 0.9122655987739563]]"
440,203,"[7, 7, 7, 7, 7, 8, 7, 8, 7, 7, 5]","[[0.5525976419448853, 0.564453125, 0.5578515529632568, 0.8078906536102295], [0.15888671576976776, 0.5835937261581421, 0.17050781846046448, 0.999218761920929], [0.23691406846046448, 0.686718761920929, 0.24736328423023224, 0.9978906512260437], [0.24762696027755737, 0.6753906011581421, 0.25947266817092896, 1.0], [0.2984277307987213, 0.6898437738418579, 0.31428709626197815, 0.9974218606948853], [0.09390625357627869, 0.5329687595367432, 0.09989257901906967, 0.6775781512260437], [0.9581054449081421, 0.43851563334465027, 0.9681640863418579, 0.864062488079071], [0.08794921636581421, 0.5353906154632568, 0.09345702826976776, 0.682812511920929], [0.5635741949081421, 0.5622656345367432, 0.5811523199081421, 1.0], [0.5553515553474426, 0.5803124904632568, 0.5645996332168579, 0.8157031536102295], [0.08687499910593033, 0.6160937547683716, 0.09912109375, 0.696093738079071]]"
441,1546,"[7, 6, 6, 1]","[[0.6875097751617432, 0.5553905963897705, 0.6998828053474426, 0.9853906035423279], [0.5599902272224426, 0.6787499785423279, 0.576855480670929, 1.0], [0.534375011920929, 0.6763281226158142, 0.5502050518989563, 1.0], [0.7835742235183716, 0.47257813811302185, 0.7895605564117432, 0.5442968606948853]]"
442,1217,"[8, 1, 1, 1, 7, 7, 1, 1, 1, 7, 1, 8, 1, 1, 1, 1]","[[0.06618163734674454, 0.48093751072883606, 0.07270507514476776, 0.6620312333106995], [0.9700488448143005, 0.37703123688697815, 0.9929296970367432, 0.6057031154632568], [0.4118066430091858, 0.6978906393051147, 0.4389941394329071, 0.9540625214576721], [0.43071287870407104, 0.6404687762260437, 0.44889649748802185, 0.798828125], [0.5714355707168579, 0.5827343463897705, 0.5916796922683716, 1.0], [0.5940039157867432, 0.5185156464576721, 0.6008398532867432, 0.7439062595367432], [0.0, 0.46726563572883606, 0.009501952677965164, 0.6210156083106995], [0.11622070521116257, 0.70703125, 0.21181640028953552, 1.0], [0.7485058307647705, 0.5960937738418579, 0.8912206888198853, 1.0], [0.9334472417831421, 0.35789063572883606, 0.9418749809265137, 0.6175781488418579], [0.888671875, 0.5062500238418579, 0.9636034965515137, 0.9997656345367432], [0.946044921875, 0.43851563334465027, 0.960498034954071, 0.838671863079071], [0.9759765863418579, 0.44257813692092896, 1.0, 0.7262499928474426], [0.44957029819488525, 0.5548437237739563, 0.46463868021965027, 0.7496093511581421], [0.46092772483825684, 0.6259375214576721, 0.47416016459465027, 0.7053124904632568], [0.46463868021965027, 0.6060937643051147, 0.4766601622104645, 0.6830468773841858]]"
443,1210,"[8, 1, 1, 7, 7, 1, 1, 1, 7, 1, 8, 1, 1, 1, 1]","[[0.06364257633686066, 0.4982031285762787, 0.07016601413488388, 0.6646093726158142], [0.9706640839576721, 0.408203125, 0.9910839796066284, 0.628125011920929], [0.4253515601158142, 0.6226562261581421, 0.4466503858566284, 0.8514843583106995], [0.5459960699081421, 0.5742968916893005, 0.5645800828933716, 1.0], [0.590576171875, 0.49156248569488525, 0.5970117449760437, 0.7069531083106995], [0.0, 0.5085155963897705, 0.01010742224752903, 0.6621875166893005], [0.2839062511920929, 0.7821875214576721, 0.3681640625, 1.0], [0.7219824194908142, 0.6184375286102295, 0.8654687404632568, 1.0], [0.9280664324760437, 0.3728906214237213, 0.9371386766433716, 0.6764843463897705], [0.8774804472923279, 0.526171863079071, 0.9592675566673279, 0.9996093511581421], [0.9442480206489563, 0.4645312428474426, 0.9587011933326721, 0.8726562261581421], [0.9761132597923279, 0.46812498569488525, 1.0, 0.7724218964576721], [0.4513183534145355, 0.5282031297683716, 0.46638670563697815, 0.703125], [0.4623339772224426, 0.5880468487739563, 0.4755566418170929, 0.6674218773841858], [0.4656738340854645, 0.5904687643051147, 0.4776953160762787, 0.6674218773841858]]"
444,268,"[7, 7, 8, 6, 6, 1, 5, 6, 7, 8, 7, 7, 5]","[[0.41357421875, 0.602343738079071, 0.42167967557907104, 0.903124988079071], [0.4256542921066284, 0.6028906106948853, 0.43291014432907104, 0.7945312261581421], [0.19169922173023224, 0.5546875, 0.19960936903953552, 0.8500000238418579], [0.7094628810882568, 0.4490624964237213, 0.718554675579071, 0.680468738079071], [0.7029980421066284, 0.46101561188697815, 0.7133691310882568, 0.6947656273841858], [0.7053124904632568, 0.3563281297683716, 0.7189843654632568, 0.5093749761581421], [0.6697656512260437, 0.4761718809604645, 0.6826757788658142, 0.7110156416893005], [0.6862890720367432, 0.42179688811302185, 0.6981445550918579, 0.6468750238418579], [0.6469628810882568, 0.41328126192092896, 0.671582043170929, 1.0], [0.1832617223262787, 0.5499218702316284, 0.19199219346046448, 0.8599218726158142], [0.5108203291893005, 0.57421875, 0.5165136456489563, 0.7318750023841858], [0.520458996295929, 0.5575000047683716, 0.5262695550918579, 0.69140625], [0.17856445908546448, 0.6803905963897705, 0.20283202826976776, 0.8764843940734863]]"
445,515,"[8, 1, 1, 1, 1, 1, 7, 1, 1, 1, 7, 7, 1, 1]","[[0.2520800828933716, 0.6155468821525574, 0.2563183605670929, 0.703125], [0.3974902331829071, 0.526171863079071, 0.41501954197883606, 0.6426562666893005], [0.4438769519329071, 0.5092968940734863, 0.4645703136920929, 0.635937511920929], [0.3239453136920929, 0.5274218916893005, 0.34629881381988525, 0.658984363079071], [0.44517576694488525, 0.514453113079071, 0.4619726538658142, 0.608593761920929], [0.4975878894329071, 0.4497656226158142, 0.5131152272224426, 0.5643749833106995], [0.2867382764816284, 0.6966406106948853, 0.29316407442092896, 0.9911718964576721], [0.47197264432907104, 0.7272655963897705, 0.5308300852775574, 1.0], [0.46815431118011475, 0.6228906512260437, 0.4931933581829071, 0.8881250023841858], [0.0, 0.6010156273841858, 0.033466797322034836, 1.0], [0.2196972668170929, 0.6178905963897705, 0.22191406786441803, 0.6865624785423279], [0.2279687523841858, 0.619140625, 0.22993163764476776, 0.688671886920929], [0.34550780057907104, 0.5506250262260437, 0.3609570264816284, 0.6617187261581421], [0.9774511456489563, 0.6004687547683716, 1.0, 1.0]]"
446,26,"[7, 7, 5, 1, 1, 7, 7, 7, 6, 6]","[[0.3799511790275574, 0.6056249737739563, 0.38773438334465027, 0.8160156011581421], [0.7078906297683716, 0.553906261920929, 0.7124707102775574, 0.6929687261581421], [0.6833398342132568, 0.7797656059265137, 0.6947460770606995, 1.0], [0.22644531726837158, 0.6753906011581421, 0.28168946504592896, 1.0], [0.32148438692092896, 0.6696875095367432, 0.3751171827316284, 0.9842187762260437], [0.7595019340515137, 0.580078125, 0.7788965106010437, 1.0], [0.4667089879512787, 0.6324999928474426, 0.47257813811302185, 0.7574999928474426], [0.070556640625, 0.6051562428474426, 0.07465820014476776, 0.6978906393051147], [0.09217773377895355, 0.6202343702316284, 0.0978710949420929, 0.7831249833106995], [0.0981152355670929, 0.619140625, 0.10357421636581421, 0.7928125262260437]]"
447,1269,"[1, 1, 7, 7, 1, 1, 1, 7, 1, 8, 1, 1, 1, 1]","[[0.9735254049301147, 0.4380468726158142, 0.9907910227775574, 0.6467187404632568], [0.42662107944488525, 0.6055468916893005, 0.44791993498802185, 0.803906261920929], [0.5176464915275574, 0.5742968916893005, 0.5362304449081421, 1.0], [0.5881933569908142, 0.4886718690395355, 0.5955566167831421, 0.7201562523841858], [0.0, 0.5271093845367432, 0.010498046875, 0.680859386920929], [0.3768554627895355, 0.6481249928474426, 0.43505859375, 1.0], [0.705078125, 0.6339062452316284, 0.8499511480331421, 1.0], [0.9222851395606995, 0.3903124928474426, 0.932373046875, 0.6955468654632568], [0.8714648485183716, 0.5518749952316284, 0.9586132764816284, 0.9993749856948853], [0.941943347454071, 0.49796876311302185, 0.9563964605331421, 0.9164843559265137], [0.9773730635643005, 0.46812498569488525, 1.0, 0.7774218916893005], [0.4513183534145355, 0.5168750286102295, 0.46638670563697815, 0.6979687213897705], [0.46292969584465027, 0.5794531106948853, 0.4761621057987213, 0.6587499976158142], [0.4659765660762787, 0.5864843726158142, 0.4779980480670929, 0.6635156273841858]]"
